name_project,region,budget_project,city,is_multi_region,sectors_touched,all_sectors,n_sectors,status_en,area_sqm,start_year,start_date,end_date,duration_days,has_budget,is_at_risk
برجين سكني وتجاري في الرياض,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Proposed,,,,,,False,False
برنامج تطوير طريق الملك عبدالله (المرحلة الاولى),Al-Riyadh,705000000.0,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Completed,,2008.0,2008-05-01,2011-05-01,1095.0,True,False
برنامج تطوير طريق الملك عبدالله (المرحلة الثالثة),Al-Riyadh,,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,,,,,,False,False
برنامج تطوير طريق الملك عبدالله (المرحلة الثانية),Al-Riyadh,410583088.0,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Completed,,2010.0,2010-12-01,2014-02-01,1158.0,True,False
برنامج تطوير طريق الملك عبدالله (المرحلة الرابعة),Al-Riyadh,460966240.0,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,,2014.0,2014-04-01,2017-04-01,1096.0,True,True
برنامج تطوير طريق الملك عبدالله – King Abdullah Road Development Pr...,Al-Riyadh,1576549328.0,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,,2008.0,2008-05-01,2017-12-31,3531.0,True,True
بزنس باي – Business Bay,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Proposed,180000.0,,,,,False,False
بغلف افينيو – Baghlaf Avenue,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Proposed,,,,,,False,False
بفيليون الخبر – Pavilion Al Khobar,Eastern Region,,الخبر,False,['Commercial'],['Commercial'],1,Completed,10000.0,2015.0,2015-02-01,2018-12-31,1429.0,False,False
بلازو – Palazzo,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Completed,5936.0,2016.0,2016-03-01,2016-11-30,274.0,False,False
بلدية محافظة الدرعية – Addiriyah Municipality,Al-Riyadh,,الدرعية,False,"['Commercial', 'Government']","['Commercial', 'Government']",2,Completed,7000.0,2011.0,2011-01-01,2015-11-19,1783.0,False,False
بن جلوي بارك – Bin Glawy Park,Eastern Region,18750000.0,الخبر,False,['Commercial'],['Commercial'],1,Proposed,8000.0,,,,,True,False
بن سكوير – Bin Square,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Announced,2747.0,,,,,False,False
بن سليمان للأعمال – Bin Suleiman Center,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Completed,,2008.0,2008-07-01,2010-05-31,699.0,False,False
بنايات سنتر – Binayat Center,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,,,,,,False,False
بوابات جامعة الملك سعود – Gates of King Saud University,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Under construction,,,,,,False,False
بوابة الاعمال – Business Gate,Eastern Region,,الدمام,False,['Commercial'],['Commercial'],1,Completed,29000.0,2009.0,2009-01-01,2013-05-31,1611.0,False,False
بوابة التحلية جدة – TAHLIYA GATE JEDDAH,Makkah Al-Mokarramah,,جدة,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Under construction,1360000.0,,,,,False,False
بوابة الشرق – East Gate,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Under construction,6544314.0,2019.0,2019-01-01,,,False,False
بوابة قرطبة – Qortuba Gate,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,,,,,,False,False
بوابة مكة – Makkah Gate,Makkah Al-Mokarramah,,مكة المكرمة,False,"['Education', 'Government', 'Health', 'Leisure/Tourism', 'Residential']","['Education', 'Government', 'Health', 'Infrastructure', 'Leisure/Tourism', 'Residential']",5,Announced,83000000.0,2011.0,2011-03-05,,,False,False
بوفارديا سيتي – Bouvardia City,Makkah Al-Mokarramah,,جدة,False,['Residential'],['Residential'],1,Announced,556261.0,,,,,False,False
بوقنڤيليا جدة – Bougainvillea Jeddah,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Completed,4000.0,2007.0,2007-01-01,2012-02-29,1885.0,False,False
بوكس بارك – Box Park,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Proposed,7000.0,,,,,False,False
بوليفارد الرياض – The Boulevard Riyadh,Al-Riyadh,,الرياض,False,['Sports'],"['Commercial', 'Hospitality', 'Sports']",1,Completed,20000.0,2014.0,2014-11-06,2016-07-25,627.0,False,False
بيازا – Piaza,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Announced,6674.0,,,,,False,False
بيت الفن – Bayt Al Fann,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Under construction,8500.0,2017.0,2017-06-01,,,False,False
بيوت آغا,Eastern Region,,,False,['Residential'],['Residential'],1,Under construction,,,,,,False,False
بيوت الملقا,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Under construction,,,,,,False,False
تال بلازا – Tal Plaza,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,7000.0,,,,,False,False
تاور تراس – Tower Terrace,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Announced,,,,,,False,False
تاون سكوير – Town Square,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Under construction,37917.0,2019.0,2019-05-01,2020-12-31,610.0,False,False
تبوك غرين لاند – Tabuk Green Land,Tabouk,,تبوك,False,['Residential'],['Residential'],1,Announced,2000000.0,,,,,False,False
ترام الكورنيش – Corniche Tram,Makkah Al-Mokarramah,,جدة,False,['Government'],"['Government', 'Infrastructure']",1,Announced,,,,,,False,False
تركي سكوير – Turki Square,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Completed,2753.0,2014.0,2014-11-01,2018-04-30,1276.0,False,False
ترميم وتطوير المنطقة المحيطة بالقلعة الدوسرية,Jazan,,جازان,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Under construction,,2015.0,2015-09-06,,,False,False
تصميم الهوية لبنك الجزيرة – BRANCH BANK IDENTITY DESIGN FOR BANK AL-JAZI...,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,3500.0,,,,,False,False
تصميم مقترح لمشروع منتجع فندقي بكورنيش جدة,Makkah Al-Mokarramah,,جدة,False,['Leisure/Tourism'],"['Hospitality', 'Leisure/Tourism']",1,Proposed,,,,,,False,False
تطوير استاد الملك فهد الدولي – King Fahd Stadium Development,Al-Riyadh,,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Proposed,,,,,,False,False
تطوير الفيصلية – Faysaliah Development,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Proposed,17000.0,,,,,False,False
تطوير الكورنيش الأوسط و شارع فلسطين – Middle Corniche & Pal...,Makkah Al-Mokarramah,135506447.0,جدة,False,"['Government', 'Leisure/Tourism']","['Government', 'Infrastructure', 'Leisure/Tourism']",2,Completed,,2011.0,2011-07-02,2013-04-24,662.0,True,False
تطوير الكورنيش الشمالي في الخبر – Developing the North Corniche in...,Eastern Region,230000000.0,الخبر,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Delayed,,2010.0,2010-08-01,2017-08-05,2561.0,True,True
تطوير المدخل الغربي (ميدان المئوية) بالطائف,Makkah Al-Mokarramah,13431667.0,الطائف,False,['Government'],"['Government', 'Infrastructure']",1,Completed,,,,2016-04-01,,True,False
تطوير المنطقة المركزية بعنيزة – Development of City Centre Unaizah...,Al-Qaseem,100000000.0,عنيزة,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,580000.0,2014.0,2014-09-28,2016-03-22,541.0,True,True
تطوير الموقع العام بجامعة شقراء,Al-Riyadh,64631782.0,شقراء,False,"['Education', 'Government']","['Education', 'Government', 'Infrastructure']",2,Completed,5100000.0,2012.0,2012-08-31,2015-07-20,1053.0,True,False
تطوير الهدا,Makkah Al-Mokarramah,,الطائف,False,['Leisure/Tourism'],['Leisure/Tourism'],1,Proposed,152000.0,,,,,False,False
تطوير بحيرة سيهات,Eastern Region,,الدمام,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Announced,580645.0,,,,,False,False
تطوير جبل الخليل – Jabal Al Khalil Development,Makkah Al-Mokarramah,,مكة المكرمة,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Announced,71104.0,,,,,False,False
تطوير جبل الشراشف – Al Sharashif Development,Makkah Al-Mokarramah,,مكة المكرمة,False,"['Commercial', 'Residential']","['Commercial', 'Hospitality', 'Infrastructure', 'Residential']",2,Announced,9714000.0,,,,,False,False
تطوير جبل عمر (JODC),Makkah Al-Mokarramah,33100000000.0,مكة المكرمة,False,['Residential'],"['Commercial', 'Hospitality', 'Infrastructure', 'Residential']",1,Under construction,230000.0,2008.0,2008-07-02,,,True,False
تطوير جبل عمر (JODC) – المرحلة الأولى,Makkah Al-Mokarramah,3717400000.0,مكة المكرمة,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Completed,23000.0,2011.0,2011-01-01,2017-05-31,2342.0,True,False
تطوير جبل عمر (JODC) – المرحلة الثالثة,Makkah Al-Mokarramah,2600000000.0,مكة المكرمة,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Delayed,,2012.0,2012-12-15,2018-04-01,1933.0,True,True
تطوير جبل عمر (JODC) – المرحلة الثانية,Makkah Al-Mokarramah,1490000000.0,مكة المكرمة,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Delayed,11375.0,2013.0,2013-03-21,2018-04-01,1837.0,True,True
تطوير جبل عمر (JODC) – المرحلة الخامسة,Makkah Al-Mokarramah,,مكة المكرمة,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Announced,,,,,,False,False
تطوير جبل عمر (JODC) – المرحلة الرابعة,Makkah Al-Mokarramah,2300000000.0,مكة المكرمة,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Delayed,,2014.0,2014-01-12,2016-12-27,1080.0,True,True
تطوير جبل عمر (JODC) – المرحلة السادسة,Makkah Al-Mokarramah,,مكة المكرمة,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Announced,,,,,,False,False
تطوير جبل محبس الجن – Jabal Mahbas El Jin Development,Makkah Al-Mokarramah,,مكة المكرمة,False,"['Commercial', 'Health', 'Residential']","['Commercial', 'Health', 'Hospitality', 'Residential']",3,Proposed,500000.0,,,,,False,False
تطوير جزيرة تاروت,Eastern Region,,الدمام,False,"['Health', 'Leisure/Tourism', 'Residential', 'Sports']","['Commercial', 'Health', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential', 'Sports']",4,Proposed,8200000.0,,,,,False,False
تطوير حي البجيري – Development of Al-Bujairi neighborhood,Al-Riyadh,,الرياض,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Completed,,2010.0,2010-07-20,2015-04-09,1724.0,False,False
تطوير حي الدحو – Addoho Quarter Renewal,Al-Riyadh,,الرياض,False,"['Commercial', 'Government', 'Leisure/Tourism']","['Commercial', 'Government', 'Hospitality', 'Infrastructure', 'Leisure/Tourism']",3,Under construction,40468.6,,,,,False,False
تطوير حي الطريف التاريخي – The Atturaif Development,Al-Riyadh,394000000.0,الدرعية,False,"['Government', 'Leisure/Tourism', 'Scientific']","['Government', 'Leisure/Tourism', 'Scientific']",3,Delayed,234717.0,2011.0,2011-05-01,2017-08-31,2314.0,True,True
تطوير درب الخليل,Makkah Al-Mokarramah,7000000000.0,مكة المكرمة,False,"['Commercial', 'Religious/Charity', 'Residential']","['Commercial', 'Hospitality', 'Religious/Charity', 'Residential']",3,Announced,65000.0,,,,,True,False
تطوير شارع أم المؤمنين زينب الهلالية – Developing Um Al-Mo̵...,Makkah Al-Mokarramah,,مكة المكرمة,False,['Government'],"['Government', 'Infrastructure']",1,Announced,109612.0,,,,,False,False
تطوير عرقة القديمة – Old Arqah Development,Al-Riyadh,,الرياض,False,"['Commercial', 'Government', 'Leisure/Tourism']","['Commercial', 'Government', 'Hospitality', 'Leisure/Tourism']",3,Announced,,,,,,False,False
تطوير قوز النكاسة – Nakkasa Development,Makkah Al-Mokarramah,,مكة المكرمة,False,"['Commercial', 'Residential']","['Commercial', 'Hospitality', 'Residential']",2,Announced,469612.0,,,,,False,False
تطوير مجمع الكعكي – The Kaaki Development,Makkah Al-Mokarramah,,مكة المكرمة,False,"['Health', 'Leisure/Tourism', 'Residential']","['Commercial', 'Health', 'Infrastructure', 'Leisure/Tourism', 'Residential']",3,Under construction,,2017.0,2017-08-01,2025-12-31,3074.0,False,False
تطوير محطات قطار الرياض & الدمام – Riyadh & Dammam Railway...,Al-Riyadh / Eastern Region,,"الدمام, الرياض",True,['Government'],"['Government', 'Infrastructure']",1,Announced,172250.0,,,,,False,False
تطوير مدينة الملك سعود الطبية – King Saud Medical City Development...,Al-Riyadh,,الرياض,False,['Health'],['Health'],1,Announced,220000.0,,,,,False,False
تطوير مدينة الملك فهد الساحلية – King Fahad Coastal City Development...,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Government', 'Health']","['Commercial', 'Government', 'Health', 'Hospitality']",3,Announced,114000.0,,,,,False,False
تطوير مستشفى نجران العام – Development of Najran General Hospital,Najran,,,False,"['Government', 'Health']","['Government', 'Health']",2,Announced,14500.0,,,,,False,False
تطوير مسجد القبلتين والمناطق المحيطة بها – The Development...,Al-Madinah Al-Monawarah,,المدينة المنورة,False,['Religious/Charity'],"['Infrastructure', 'Religious/Charity']",1,Proposed,,,,,,False,False
تطوير مطار أبها الإقليمي – The development of Abha Regional Airport,Aseer,1800000000.0,أبها,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,6000000.0,2015.0,2015-02-01,2018-03-01,1124.0,True,True
تطوير مطار الأمير عبد المحسن بن عبد العزيز بينبع – Dev...,Al-Madinah Al-Monawarah,,ينبع,False,['Government'],"['Government', 'Infrastructure']",1,Announced,8600000.0,,,,,False,False
تطوير مطار الجوف – Development of Al Jouf Airport,Al-Jouf,,سكاكا,False,['Government'],"['Government', 'Infrastructure']",1,Announced,14000000.0,,,,,False,False
تطوير مطار القريات – Development of Al-Qurayyat Airport,Al-Jouf,,القريات,False,['Government'],"['Government', 'Infrastructure']",1,Announced,1600000.0,,,,,False,False
تطوير مطار الملك سعود بن عبدالعزيز بالباحة – Development o...,Al-Baha,,,False,['Government'],"['Government', 'Infrastructure']",1,Announced,4850000.0,,,,,False,False
تطوير مطار حائل – Development of Hail Airport,Hail,,حائل,False,['Commercial'],"['Commercial', 'Infrastructure']",1,Under construction,14500.0,,,,,False,False
تطوير مطار عرعر – Development of Arar Airport,Northern Borders,302420000.0,عرعر,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,6720000.0,,,2017-10-01,,True,True
